IMAGE_DIC,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),리놀렌산(18:3(n-3)(%),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사펜타에노산(22:5(n-3))(%),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
04019007,51779,D000400-ZZ-AVG,D000400,음식,품목대표,호박찌개,2019,전국(대표),평균,찌개 및 전골류,채소류찌개.전골,300,g,-,-,95,-,275.9,-,5.6,2.6,-,12.2,5.8,0.8,2.4,2.5,0,0.1,-,-,-,4.1,-,-,-,-,-,-,82.63,-,1.2,51.71,112.18,-,471.07,1024.11,0.78,0.12,-,0.45,-,0.01,-,-,-,-,-,2.75,377.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.61,0.03,-,-,-,-,0.1,-,0.12,-,0.33,-,-,-,-,-,-,-,-,-,-,-,72.87,-,-,-,0.14,-,2.77,-,-,-,-,-,192.08,331.51,310.24,61.71,204.88,174.51,-,232.06,105.04,328.67,-,134.72,43.74,242.69,633.71,1123.52,225.94,229.01,214.06,-,-,-,-,-,-,-,9.26,-,-,0.4,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.3,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0.5,-,-,0,-,0,-,-,-,-,-,-,-,0.8,-,-,0.2,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0,0,-,0,-,0,-,-,-,-,-,3.7,-,-,-,-,식약처('17) 제5권,식품의약품안전처
04019008,58816,D018481-ZZ-AVG,D018481,음식,품목대표,고추장찌개,2020,전국(대표),평균,찌개 및 전골류,채소류찌개.전골,500,g,-,-,261.81,-,445.61,-,20.04,13.13,-,15.88,4.00,0.00,2.83,1.17,0.00,0.00,-,-,-,2.80,-,-,-,-,-,-,117.06,3.09,-,205.52,370.92,-,1108.26,905.92,2.39,0.48,-,1.66,-,96.29,-,-,-,-,-,0.00,399.54,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,13.30,0.38,-,-,-,-,0.00,-,0.30,-,8.49,-,-,-,-,-,-,-,-,-,-,-,80.42,-,-,-,0.87,-,3.25,-,-,-,18342.86,-,848.29,1472.41,1195.39,216.74,961.73,717.24,-,873.71,408.86,1362.02,-,698.15,108.81,770.21,2318.60,3660.81,733.55,967.32,1029.02,-,-,-,-,-,-,-,1.70,-,-,1.75,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.02,-,-,-,1.37,-,-,-,0.32,-,-,0.04,-,-,-,-,-,-,-,-,0.00,-,-,0.01,-,-,-,2.11,-,-,0.16,-,0.02,-,-,-,-,-,-,-,5.92,-,-,1.10,-,-,0.00,-,-,0.00,-,-,0.00,-,0.00,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.01,0.00,-,0.01,-,0.00,-,-,-,-,-,5.35,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05011001,51780,D000404-ZZ-AVG,D000404,음식,품목대표,대구찜,2019,전국(대표),평균,찜류,어패류찜,500,g,-,-,376.42,-,407,-,51.7,7.9,-,24.7,5.7,0.3,1.3,2.4,0,1.8,-,-,-,8.7,-,-,-,-,-,-,423.93,-,3.21,126.25,674.62,-,1193.87,1898.67,2.34,0.32,-,0.79,-,127.44,-,-,-,-,-,21.39,1694.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.33,0.06,-,-,-,-,0.31,-,0.34,-,1.29,-,-,-,-,-,-,-,-,-,-,-,108.98,-,-,-,5.43,-,0,-,-,-,-,-,1765.78973415665,3556.72801728551,4092.14864912434,1167.74915012835,1932.3434631394,2323.29302347687,-,2131.58414428012,1002.05119112148,3320.46607298719,-,1709.08358480037,635.762594712472,2862.30822860976,5706.78756319539,8128.5523891782,2794.65340780358,1826.96299630021,2288.2787894352,-,-,-,-,-,-,-,263.32,-,-,1.1,-,0,-,0,-,0,-,0,-,0.00323787981030235,-,-,-,0.0445832875654954,-,-,-,0.79818339116035,-,-,-,0.265200896925743,-,-,0.0218497702730227,-,-,-,-,-,-,-,-,0,-,-,0.0647547994874178,-,-,-,1.28324334914747,-,-,0.124727029635066,-,0.031971095466072,-,-,-,-,-,-,-,2.11021761598608,-,-,0.24151191662947,-,-,0.00610986831206484,-,-,0.00181778551445174,-,-,0.0029851480796793,-,0.0447724144556757,-,-,-,0.258887353507512,-,-,-,0.0267329397086575,-,-,0.470541883657182,-,-,-,-,-,0,0.00822661744231635,-,0.0109059192177504,-,0.018496602465758,-,-,-,-,-,8.8,-,-,-,-,식약처('16) 제4권,식품의약품안전처
05011002,51781,D000405-ZZ-AVG,D000405,음식,품목대표,도미찜,2019,전국(대표),평균,찜류,어패류찜,100,g,-,-,125.505747379334,-,69.8578,-,22.9959445160664,3.48473333333333,-,0.539842328767165,0,0,0,0,0,0,-,-,-,1.38179904903395,-,-,-,-,-,-,59.1598459578411,-,0.661307880359734,51.37,272.17110768911,-,369.058074169466,839.961964395152,0.73,0.02,-,0.02,-,80.97,-,-,-,-,-,100.872102803543,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.72,0.05,-,-,-,-,0.0166007544310029,-,0.237776428189848,-,0.686844375561642,-,-,-,-,-,-,-,-,-,-,-,38.88,-,-,-,0,-,1.72725739519164,-,-,-,-,-,900.45,1696.47,1877.46,637.15,871.28,1033.2,-,1030.16,489.78,1513.55,-,746.15,264.19,1246.71,2192.78,3170.32,34.25,728.75,914.46,-,-,-,-,-,-,-,99.0075586647427,-,-,0.909917443699621,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,0.6,-,-,-,0.2,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.2,-,-,-,0.5,-,-,0.1,-,0,-,-,-,-,-,-,-,0.2,-,-,0,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.1,-,-,-,0.1,-,-,0.4,-,-,-,-,-,0.0208096772026699,0,-,0,-,0,-,-,-,-,-,3.12167982183307,-,-,-,-,식약처('14) 명절,식품의약품안전처
05011004,51786,D000411-ZZ-AVG,D000411,음식,품목대표,문어숙회,2019,전국(대표),평균,찜류,어패류찜,80,g,-,-,66.9143609818924,-,63.083104,-,14.862227216581,0.504853333333333,-,0.730443028892148,0,0,0,0,0,0,-,-,-,0.864511382770068,-,-,-,-,-,-,11.9190555282397,-,0.126565355077068,30.44,104.181834424093,-,78.9121285943803,208.329581453024,1.87,0.33,-,0.03,-,25.33,-,-,-,-,-,4.20465962862575,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.98,0,-,-,-,-,0,-,0.0521830438493804,-,0.590892831047743,-,-,-,-,-,-,-,-,-,-,-,10.46,-,-,-,0,-,1.11376908664768,-,-,-,-,-,569.27,1029.98,913.52,299.21,465.23,599.72,-,544.88,245.28,1243.22,-,416.02,395.99,721.03,1326.46,1961.48,99.27,505.91,610.98,-,-,-,-,-,-,-,140.113288279639,-,-,0.121228722689281,-,0,-,0,-,0,-,0,-,0,-,-,-,0,-,-,-,0.1,-,-,-,0,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0,-,-,-,0,-,-,0,-,0,-,-,-,-,-,-,-,0,-,-,0,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0.1,-,-,-,-,-,0.00107471732413812,0,-,0,-,0,-,-,-,-,-,0.819372421193557,-,-,-,-,식약처('14) 명절,식품의약품안전처
05011008,58856,D018521-ZZ-AVG,D018521,음식,품목대표,아귀찜,2020,전국(대표),평균,찜류,어패류찜,200,g,-,-,168.18,-,162.55,-,13.44,6.26,-,14.52,5.46,3.10,0.54,1.82,0.00,0.00,-,-,-,6.12,-,-,-,-,-,-,52.82,2.8,-,55.01,218.17,-,534.67,783.10,1.1,0.23,-,0.46,-,65.97,-,-,-,-,-,50.62,408.19,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,6.25,0.03,-,-,-,-,2.78,-,0.27,-,2.31,-,-,-,-,-,-,-,-,-,-,-,85.52,-,-,-,2.91,-,3.24,-,-,-,13322.79,-,566.35,1015.20,1177.22,305.09,550.08,585.29,-,693.01,253.74,1039.58,-,383.26,65.86,776.88,1727.10,2097.96,789.58,619.26,677.31,-,-,-,-,-,-,-,102.77,-,-,0.96,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.04,-,-,-,0.67,-,-,-,0.23,-,-,0.02,-,-,-,-,-,-,-,-,0.00,-,-,0.15,-,-,-,1.14,-,-,0.11,-,0.02,-,-,-,-,-,-,-,1.80,-,-,0.52,-,-,0.01,-,-,0.00,-,-,0.00,-,0.03,-,-,-,0.12,-,-,-,0.03,-,-,0.21,-,-,-,-,-,0.03,0.01,-,0.02,-,0.01,-,-,-,-,-,3.24,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05011010,51797,D000422-ZZ-AVG,D000422,음식,품목대표,조기찜,2019,전국(대표),평균,찜류,어패류찜,100,g,-,-,182.117552315813,-,65.014,-,20.0584723819179,10.5904333333333,-,1.64244069703524,0,0,0,0,0,0,-,-,-,0.388711065216434,-,-,-,-,-,-,121.220977864709,-,0.483461975924885,41.44,226.761013965186,-,262.371698149385,602.033366520887,0.63,0.02,-,0.03,-,65.56,-,-,-,-,-,270.549188091732,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.93,0,-,-,-,-,0,-,0.200450119312104,-,0.316955626132387,-,-,-,-,-,-,-,-,-,-,-,25.79,-,-,-,0,-,0.428995441152338,-,-,-,-,-,774.11,1414.88,1561.45,559.53,729.14,868.98,-,881.45,341.32,1223.32,-,603.03,198.91,1117.49,1825.75,2784.15,110.45,670.19,755.39,-,-,-,-,-,-,-,138.433440900796,-,-,2.84560654205256,-,0,-,0,-,0,-,0,-,0,-,-,-,0.3,-,-,-,2.1,-,-,-,0.4,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.9,-,-,-,1.6,-,-,0.3,-,0.1,-,-,-,-,-,-,-,0.2,-,-,0.1,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.5,-,-,-,0.2,-,-,1.3,-,-,-,-,-,0.0834629029747323,0,-,0,-,0,-,-,-,-,-,2.69465358771349,-,-,-,-,식약처('14) 명절,식품의약품안전처
05011011,51798,D000424-ZZ-AVG,D000424,음식,품목대표,참꼬막,2019,전국(대표),평균,찜류,어패류찜,80,g,-,-,90.7869700375243,-,59.025264,-,12.4721171126789,2.50317333333333,-,4.59248539670214,0,0,0,0,0,0,-,-,-,1.73515114546442,-,-,-,-,-,-,62.6643585133989,-,9.6059789486198,48.13,125.294209366905,-,149.345207597899,234.162748807679,1.87,0.09,-,0.84,-,45.6,-,-,-,-,-,24.3658746842661,81.6059674190135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0,-,-,-,-,0.101874681160759,-,0.136998277954748,-,1.60155334964095,-,-,-,-,-,-,-,-,-,-,-,41.3,-,-,-,0,-,0,-,-,-,-,-,452.15,828.95,865.49,244.15,482.35,563.94,-,518.25,237.27,1231.45,-,422.59,182.2,690.86,1291.08,1668.5,23.36,405.72,559.21,-,-,-,-,-,-,-,65.0322071206574,-,-,0.376918226984317,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,0.2,-,-,-,0.1,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.1,-,-,-,0.1,-,-,0,-,0.1,-,-,-,-,-,-,-,0.1,-,-,0,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0.2,-,-,-,0,-,-,0.1,-,-,-,-,-,0.0161450653348943,0,-,0,-,0,-,-,-,-,-,1.40696015728558,-,-,-,-,식약처('14) 명절,식품의약품안전처
05011012,51800,D000426-ZZ-AVG,D000426,음식,품목대표,해물찜,2019,전국(대표),평균,찜류,어패류찜,500,g,-,-,400.08,-,402.8,-,42.6,9.8,-,35.4,5.5,0.2,1,2.1,0,2.3,-,-,-,10.5,-,-,-,-,-,-,566,-,8,188.82,585.88,-,1126.41,2137.21,4.85,1.27,-,1.23,-,167.65,-,-,-,-,-,34.66,2075.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.27,0.09,-,-,-,-,0.06,-,0.35,-,0.15,-,-,-,-,-,-,-,-,-,-,-,120.27,-,-,-,14.75,-,0,-,-,-,-,-,1530.58034356757,2917.61669909358,3083.66414308,777.629706131042,1598.43836322223,2015.16639833386,-,1699.16231149971,846.280063644531,3112.31679260798,-,1335.52359896081,459.323989336792,2327.41253863567,4790.69348511216,6598.79432362343,2483.11875384391,1863.70128773553,1867.3658061105,-,-,-,-,-,-,-,419.16,-,-,1.5,-,0,-,0,-,0,-,0,-,0.00480645172193266,-,-,-,0.0742118843966414,-,-,-,1.0744160464373,-,-,-,0.351756457849063,-,-,0.0302185260054076,-,-,-,-,-,-,-,-,0,-,-,0.125217713132786,-,-,-,1.29710582687667,-,-,0.14728219020006,-,0.0651813243662505,-,-,-,-,-,-,-,2.45080584758259,-,-,0.507553493587794,-,-,0.0149493286637968,-,-,0.0175369441014638,-,-,0,-,0.0844865932262093,-,-,-,0.376640905277253,-,-,-,0.0368366539978824,-,-,0.534966783902175,-,-,-,-,-,0,0.00984688715695946,-,0.0118461398661653,-,0.0195757450776816,-,-,-,-,-,9.4,-,-,-,-,식약처('16) 제4권,식품의약품안전처
05012001,58852,D018517-ZZ-AVG,D018517,음식,품목대표,소갈비찜,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,256.01,-,243.71,-,21.75,9.51,-,20.85,2.24,0.13,1.09,0.37,0.00,0.66,-,-,-,5.90,-,-,-,-,-,-,99.14,3.20,-,53.90,220.42,-,753.15,816.90,5.66,0.22,-,0.44,-,31.86,-,-,-,-,-,6.41,734.38,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,2.98,0.00,-,-,-,-,0.00,-,0.98,-,0.00,-,-,-,-,-,-,-,-,-,-,-,44.27,-,-,-,1.96,-,1.27,-,-,-,21169.87,-,1060.57,1867.33,1738.74,144.96,849.81,958.09,-,1177.50,583.84,1349.68,-,266.89,24.07,1300.59,2235.17,4331.17,1495.90,935.18,850.40,-,-,-,-,-,-,-,100.14,-,-,2.56,-,0.00,-,0.00,-,0.00,-,0.00,-,0.01,-,-,-,0.11,-,-,-,1.37,-,-,-,1.05,-,-,0.02,-,-,-,-,-,-,-,-,0.02,-,-,0.15,-,-,-,2.47,-,-,0.09,-,0.02,-,-,-,-,-,-,-,0.96,-,-,0.06,-,-,0.01,-,-,0.00,-,-,0.01,-,0.05,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.31,0.17,-,0.10,-,0.04,-,-,-,-,-,4.18,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05012002,58850,D018515-ZZ-AVG,D018515,음식,품목대표,돼지갈비찜,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,581.39,-,194.73,-,39.86,36.96,-,22.33,0.39,0.00,0.39,0.00,0.00,0.00,-,-,-,8.91,-,-,-,-,-,-,90.19,2.87,-,76.64,486.50,-,994.78,1432.59,7.64,0.22,-,0.55,-,50.45,-,-,-,-,-,8.29,1509.16,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,4.62,2.92,-,-,-,-,2.16,-,0.79,-,53.05,-,-,-,-,-,-,-,-,-,-,-,55.81,-,-,-,1.29,-,2.89,-,-,-,36519.36,-,1528.68,2909.33,3208.25,905.00,1514.11,1744.63,-,1740.62,1280.73,2534.39,-,856.98,177.80,2373.88,3768.62,6087.21,2363.70,1811.26,1714.19,-,-,-,-,-,-,-,150.20,-,-,11.03,-,0.15,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.52,-,-,-,6.73,-,-,-,3.59,-,-,0.04,-,-,-,-,-,-,-,-,0.00,-,-,0.73,-,-,-,9.94,-,-,0.87,-,0.20,-,-,-,-,-,-,-,3.62,-,-,0.00,-,-,0.00,-,-,0.13,-,-,0.05,-,0.01,-,-,-,0.00,-,-,-,0.00,-,-,0.00,-,-,-,-,-,0.40,0.14,-,0.23,-,0.03,-,-,-,-,-,6.12,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05012003,58851,D018516-ZZ-AVG,D018516,음식,품목대표,돼지고기 수육,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,936.89,-,153.79,-,59.65,74.46,-,7.05,7.21,1.58,2.64,2.98,0.00,0.00,-,-,-,4.86,-,-,-,-,-,-,58.06,2.95,-,68.77,409.78,-,839.59,121.28,5.76,0.33,-,0.48,-,111.96,-,-,-,-,-,7.18,478.27,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,4.08,0.06,-,-,-,-,0.28,-,0.52,-,9.20,-,-,-,-,-,-,-,-,-,-,-,37.06,-,-,-,1.98,-,1.29,-,-,-,57154.80,-,2409.79,4523.91,4779.40,1100.83,2359.12,2585.56,-,2789.86,1643.74,3978.53,-,1804.38,374.73,3724.02,5431.20,8882.01,4672.04,3575.01,2520.65,-,-,-,-,-,-,-,120.32,-,-,26.04,-,0.00,-,0.00,-,0.00,-,0.05,-,0.08,-,-,-,1.07,-,-,-,16.07,-,-,-,8.64,-,-,0.12,-,-,-,-,-,-,-,-,0.03,-,-,1.45,-,-,-,27.89,-,-,2.08,-,0.65,-,-,-,-,-,-,-,15.02,-,-,0.89,-,-,0.01,-,-,0.55,-,-,0.12,-,0.37,-,-,-,0.01,-,-,-,0.11,-,-,0.01,-,-,-,-,-,0.39,0.16,-,0.16,-,0.07,-,-,-,-,-,5.06,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05012004,51795,D000420-113-AVG,D000420,음식,품목대표,찜닭,2019,안동,평균,찜류,육류찜,1500,g,0,0,1364.21,0,1185.3,0,114.2,38.8,0,139.5,66.8,16.4,10.2,7.1,0,33.1,0,0,0,29.7,0,0,0,0,0,0,518.67,0,5.51,238.8,1275.1,0,3113.77,5462.32,6.84,0.46,0,1.7,0,88.74,0,0,0,0,0,43.07,3107.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0.22,0,0,0,0,4.5,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,122.71,0,0,0,0,0,0,0,0,0,0,0,4560.251066,8494.219628,9290.892727,2624.231372,4820.625292,5093.753238,0,5107.939745,3123.468819,7375.061754,0,3246.902173,870.5235542,6060.841054,10980.81006,18838.33155,5779.035744,4440.937019,4770.734395,0,0,0,0,0,0,0,450.42,0,0,10.3,0,0,0,0,0,0,0,0,0,0.060493333,0,0,0,0.310643561,0,0,0,7.616830058,0,0,0,2.25312664,0,0,0.026390443,0,0,0,0,0,0,0,0,0.0898184,0,0,1.695752779,0,0,0,12.27257008,0,0,0.71319488,0,0.131461342,0,0,0,0,0,0,0,4.371489531,0,0,0.255062376,0,0,0,0,0,0.053513704,0,0,0.076436848,0,0.23671665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.134526768,0,0.023805808,0,0.023932343,0,0,0,0,0,22.1,0,0,0,0,식약처('16) 제4권,식품의약품안전처
05012005,58858,D018523-ZZ-AVG,D018523,음식,품목대표,족발,2020,전국(대표),평균,찜류,육류찜,250,g,-,-,582.68,-,140.42,-,65.09,34.78,-,2.32,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,5.66,-,-,-,-,-,-,1837.30,2.50,-,93.39,1607.04,-,514.68,861.47,7.16,0.15,-,0.10,-,76.38,-,-,-,-,-,12.47,0.00,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,1.04,0.00,-,-,-,-,1.46,-,0.32,-,9.51,-,-,-,-,-,-,-,-,-,-,-,13.92,-,-,-,1.50,-,0.00,-,-,-,58328.63,-,2202.91,3971.61,4264.32,1189.95,2125.57,2050.89,-,2859.68,1014.27,5635.84,-,1455.57,397.75,4023.18,5047.69,7665.55,7180.62,4799.97,2443.26,-,-,-,-,-,-,-,229.31,-,-,11.64,-,0.00,-,0.00,-,0.00,-,0.03,-,0.04,-,-,-,0.49,-,-,-,7.58,-,-,-,3.44,-,-,0.06,-,-,-,-,-,-,-,-,0.01,-,-,1.05,-,-,-,15.20,-,-,1.39,-,0.35,-,-,-,-,-,-,-,4.47,-,-,0.22,-,-,0.01,-,-,0.22,-,-,0.07,-,0.27,-,-,-,0.01,-,-,-,0.05,-,-,0.01,-,-,-,-,-,0.16,0.07,-,0.05,-,0.04,-,-,-,-,-,7.39,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
05013001,58848,D018513-ZZ-AVG,D018513,음식,품목대표,달걀찜,2020,전국(대표),평균,찜류,기타 찜류,200,g,-,-,116.30,-,179.38,-,9.96,8.08,-,0.93,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,0.27,-,-,-,-,-,-,50.03,1.53,-,18.67,158.88,-,112.74,493.75,0.91,0.07,-,0.03,-,22.25,-,-,-,-,-,49.15,0.00,-,-,-,0.00,-,-,-,-,-,-,-,-,-,-,-,4.10,0.00,-,-,-,-,0.11,-,0.36,-,0.37,-,-,-,-,-,-,-,-,-,-,-,33.93,-,-,-,0.99,-,0.41,-,-,-,8102.83,-,324.59,676.73,635.48,205.45,438.78,417.52,-,442.71,195.01,519.31,-,347.74,101.52,496.60,888.14,1135.48,290.16,314.20,673.40,-,-,-,-,-,-,-,378.51,-,-,2.43,-,0.00,-,0.00,-,0.00,-,0.00,-,0.00,-,-,-,0.02,-,-,-,1.72,-,-,-,0.68,-,-,0.00,-,-,-,-,-,-,-,-,0.00,-,-,0.19,-,-,-,3.41,-,-,0.16,-,0.02,-,-,-,-,-,-,-,0.93,-,-,0.02,-,-,0.01,-,-,0.01,-,-,0.01,-,0.18,-,-,-,0.00,-,-,-,0.00,-,-,0.04,-,-,-,-,-,0.03,0.02,-,0.01,-,0.00,-,-,-,-,-,1.65,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
