IMAGE_DIC,NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),에너지(kj),수분(g),수분(%),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),당알콜(g),에리스리톨(g),총 식이섬유(g),총 식이섬유(mg),총 식이섬유(%),수용성 식이섬유(g),불용성 식이섬유(g),셀룰로오스(%),리그닌(%),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(g),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),구리(㎍),망간(㎎),망간(㎍),셀레늄(㎍),몰리브덴(㎍),요오드(㎍),염소(㎎),비타민 A(㎍),비타민 A(㎍ RE),레티놀(㎍),베타카로틴(㎍),레티놀A효능,비타민 D(D2+D3)(㎍),비타민 D2(㎍),비타민 D3(㎍),비타민 D1(㎍),비타민 E(㎎),비타민 E(㎎ α-TE),알파 토코페롤(㎎),베타 토코페롤(㎎),감마 토코페롤(㎎),델타 토코페롤(㎎),알파 토코트리에놀(㎎),베타 토코트리에놀(㎎),감마 토코트리에놀(㎎),델타 토코트리에놀(㎎),토코페롤(㎎),토코트리에놀(㎎),비타민 K(㎎),비타민 K(㎍),비타민 K1(㎍),비타민 K2(㎍),비타민 B1(㎎),비타민 B1(㎍),비타민 B2(㎎),비타민 B2(㎍),나이아신(㎎),나이아신(㎎ NE),나이아신(NE)(㎎),나이아신(NE)(㎎ NE),니코틴산 (㎎),니코틴아마이드(㎎),판토텐산(㎎),판토텐산(㎍),비타민 B6(㎎),비타민 B6(㎍),피리독신(㎎),비오틴(㎍),엽산(DFE)(㎍),엽산 - 천연 엽산(㎍),엽산 - 합성 엽산(㎍),비타민 B12(㎎),비타민 B12(㎍),비타민 C(g),비타민 C(㎎),콜린(g),콜린(㎎),총 아미노산(g),총 아미노산(㎎),필수 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),비필수 아미노산(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인 (㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),콜레스테롤(g),콜레스테롤(㎎),총 지방산(g),총 필수 지방산(g),총 포화 지방산(g),총 포화 지방산(%),부티르산(4:0)(g),부티르산(4:0)(㎎),카프로산(6:0)(g),카프로산(6:0)(㎎),카프릴산(8:0)(g),카프릴산(8:0)(㎎),카프르산(10:0)(g),카프르산(10:0)(㎎),라우르산(12:0)(g),라우르산(12:0)(㎎),라우르산(12:0)(%),트라이데칸산(13:0)(㎎),미리스트산(14:0)(g),미리스트산(14:0)(㎎),미리스트산(14:0)(%),펜타데칸산(15:0)(㎎),팔미트산(16:0)(g),팔미트산(16:0)(㎎),팔미트산(16:0)(%),헵타데칸산(17:0)(㎎),스테아르산(18:0)(g),스테아르산(18:0)(㎎),스테아르산(18:0)(%),아라키드산(20:0)(g),아라키드산(20:0)(㎎),아라키드산(20:0)(%),헨에이코산산(21:0)(㎎),베헨산(22:0)(㎎),트리코산산(23:0)(㎎),리그노세르산(24:0)(㎎),총 단일 불포화지방산(g),총 단일 불포화지방산(%),미리스톨레산(14:1)(g),미리스톨레산(14:1)(㎎),미리스톨레산(14:1)(%),팔미톨레산(16:1)(g),팔미톨레산(16:1)(㎎),팔미톨레산(16:1)(%),헵타데센산(17:1)(㎎),올레산(18:1(n-9))(g),올레산(18:1(n-9))(㎎),올레산(18:1(n-9))(%),박센산(18:1(n-7))(g),박센산(18:1(n-7))(㎎),가돌레산(20:1)(g),가돌레산(20:1)(㎎),가돌레산(20:1)(%),에루크산(22:1)(㎎),에루크산(22:1)(%),네르본산(24:1)(㎎),총 다중 불포화지방산(g),총 다중 불포화지방산(%),리놀레산(18:2(n-6)c)(g),리놀레산(18:2(n-6)c)(㎎),리놀레산(18:2(n-6)c)(%),알파 리놀렌산(18:3(n-3))(g),알파 리놀렌산(18:3(n-3))(㎎),리놀렌산(18:3(n-3)(%),감마 리놀렌산(18:3(n-6))(g),감마 리놀렌산(18:3(n-6))(㎎),스테아리돈산(18:4)(%),에이코사디에노산(20:2(n-6))(g),에이코사디에노산(20:2(n-6))(㎎),에이코사트리에노산(20:3(n-3))(㎎),에이코사트리에노산(20:3(n-6))(g),에이코사트리에노산(20:3(n-6))(㎎),아라키돈산(20:4(n-6))(g),아라키돈산(20:4(n-6))(㎎),아라키돈산(20:4(n-6))(%),에이코사테트라에노산(20:4(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(g),에이코사펜타에노산(20:5(n-3))(㎎),에이코사펜타에노산(20:5(n-3))(%),도코사디에노산(22:2)(㎎),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-3))(㎎),도코사펜타에노산(22:5(n-3))(%),도코사헥사에노산(22:6(n-3))(g),도코사헥사에노산(22:6(n-3))(㎎),도코사헥사에노산(22:6(n-3))(%),EPA와 DHA의 합(㎎),오메가 3 지방산(g),오메가 6 지방산(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 올레산(18:1(n-9)t)(㎎),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산 (18:2t)(㎎),트랜스 리놀렌산(18:3t)(g),트랜스 리놀렌산(18:3t)(㎎),트랜스 리놀렌산(18:3t)(%),냉산가용성물질(㎎),총 불포화지방산(g),식염상당량(g),회분(g),폐기율(%),가식부(%),산가용성물질(%),카페인(㎎),성분표출처,발행기관
5012001,58852,D018517-ZZ-AVG,D018517,음식,품목대표,소갈비찜,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,256.01,-,243.71,-,21.75,9.51,-,20.85,2.24,0.13,1.09,0.37,0,0.66,-,-,-,5.9,-,-,-,-,-,-,99.14,3.2,-,53.9,220.42,-,753.15,816.9,5.66,0.22,-,0.44,-,31.86,-,-,-,-,-,6.41,734.38,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,2.98,0,-,-,-,-,0,-,0.98,-,0,-,-,-,-,-,-,-,-,-,-,-,44.27,-,-,-,1.96,-,1.27,-,-,-,21169.87,-,1060.57,1867.33,1738.74,144.96,849.81,958.09,-,1177.5,583.84,1349.68,-,266.89,24.07,1300.59,2235.17,4331.17,1495.9,935.18,850.4,-,-,-,-,-,-,-,100.14,-,-,2.56,-,0,-,0,-,0,-,0,-,0.01,-,-,-,0.11,-,-,-,1.37,-,-,-,1.05,-,-,0.02,-,-,-,-,-,-,-,-,0.02,-,-,0.15,-,-,-,2.47,-,-,0.09,-,0.02,-,-,-,-,-,-,-,0.96,-,-,0.06,-,-,0.01,-,-,0,-,-,0.01,-,0.05,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.31,0.17,-,0.1,-,0.04,-,-,-,-,-,4.18,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
5012002,58850,D018515-ZZ-AVG,D018515,음식,품목대표,돼지갈비찜,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,581.39,-,194.73,-,39.86,36.96,-,22.33,0.39,0,0.39,0,0,0,-,-,-,8.91,-,-,-,-,-,-,90.19,2.87,-,76.64,486.5,-,994.78,1432.59,7.64,0.22,-,0.55,-,50.45,-,-,-,-,-,8.29,1509.16,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.62,2.92,-,-,-,-,2.16,-,0.79,-,53.05,-,-,-,-,-,-,-,-,-,-,-,55.81,-,-,-,1.29,-,2.89,-,-,-,36519.36,-,1528.68,2909.33,3208.25,905,1514.11,1744.63,-,1740.62,1280.73,2534.39,-,856.98,177.8,2373.88,3768.62,6087.21,2363.7,1811.26,1714.19,-,-,-,-,-,-,-,150.2,-,-,11.03,-,0.15,-,0,-,0,-,0,-,0,-,-,-,0.52,-,-,-,6.73,-,-,-,3.59,-,-,0.04,-,-,-,-,-,-,-,-,0,-,-,0.73,-,-,-,9.94,-,-,0.87,-,0.2,-,-,-,-,-,-,-,3.62,-,-,0,-,-,0,-,-,0.13,-,-,0.05,-,0.01,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.4,0.14,-,0.23,-,0.03,-,-,-,-,-,6.12,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
5012003,58851,D018516-ZZ-AVG,D018516,음식,품목대표,돼지고기 수육,2020,전국(대표),평균,찜류,육류찜,300,g,-,-,936.89,-,153.79,-,59.65,74.46,-,7.05,7.21,1.58,2.64,2.98,0,0,-,-,-,4.86,-,-,-,-,-,-,58.06,2.95,-,68.77,409.78,-,839.59,121.28,5.76,0.33,-,0.48,-,111.96,-,-,-,-,-,7.18,478.27,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.08,0.06,-,-,-,-,0.28,-,0.52,-,9.2,-,-,-,-,-,-,-,-,-,-,-,37.06,-,-,-,1.98,-,1.29,-,-,-,57154.8,-,2409.79,4523.91,4779.4,1100.83,2359.12,2585.56,-,2789.86,1643.74,3978.53,-,1804.38,374.73,3724.02,5431.2,8882.01,4672.04,3575.01,2520.65,-,-,-,-,-,-,-,120.32,-,-,26.04,-,0,-,0,-,0,-,0.05,-,0.08,-,-,-,1.07,-,-,-,16.07,-,-,-,8.64,-,-,0.12,-,-,-,-,-,-,-,-,0.03,-,-,1.45,-,-,-,27.89,-,-,2.08,-,0.65,-,-,-,-,-,-,-,15.02,-,-,0.89,-,-,0.01,-,-,0.55,-,-,0.12,-,0.37,-,-,-,0.01,-,-,-,0.11,-,-,0.01,-,-,-,-,-,0.39,0.16,-,0.16,-,0.07,-,-,-,-,-,5.06,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
5012004,51795,D000420-113-AVG,D000420,음식,품목대표,찜닭,2019,안동,평균,찜류,육류찜,1500,g,0,0,1364.21,0,1185.3,0,114.2,38.8,0,139.5,66.8,16.4,10.2,7.1,0,33.1,0,0,0,29.7,0,0,0,0,0,0,518.67,0,5.51,238.8,1275.1,0,3113.77,5462.32,6.84,0.46,0,1.7,0,88.74,0,0,0,0,0,43.07,3107.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03,0.22,0,0,0,0,4.5,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,122.71,0,0,0,0,0,0,0,0,0,0,0,4560.251066,8494.219628,9290.892727,2624.231372,4820.625292,5093.753238,0,5107.939745,3123.468819,7375.061754,0,3246.902173,870.5235542,6060.841054,10980.81006,18838.33155,5779.035744,4440.937019,4770.734395,0,0,0,0,0,0,0,450.42,0,0,10.3,0,0,0,0,0,0,0,0,0,0.060493333,0,0,0,0.310643561,0,0,0,7.616830058,0,0,0,2.25312664,0,0,0.026390443,0,0,0,0,0,0,0,0,0.0898184,0,0,1.695752779,0,0,0,12.27257008,0,0,0.71319488,0,0.131461342,0,0,0,0,0,0,0,4.371489531,0,0,0.255062376,0,0,0,0,0,0.053513704,0,0,0.076436848,0,0.23671665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.134526768,0,0.023805808,0,0.023932343,0,0,0,0,0,22.1,0,0,0,0,식약처('16) 제4권,식품의약품안전처
5012005,58858,D018523-ZZ-AVG,D018523,음식,품목대표,족발,2020,전국(대표),평균,찜류,육류찜,250,g,-,-,582.68,-,140.42,-,65.09,34.78,-,2.32,0,0,0,0,0,0,-,-,-,5.66,-,-,-,-,-,-,1837.3,2.5,-,93.39,1607.04,-,514.68,861.47,7.16,0.15,-,0.1,-,76.38,-,-,-,-,-,12.47,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.04,0,-,-,-,-,1.46,-,0.32,-,9.51,-,-,-,-,-,-,-,-,-,-,-,13.92,-,-,-,1.5,-,0,-,-,-,58328.63,-,2202.91,3971.61,4264.32,1189.95,2125.57,2050.89,-,2859.68,1014.27,5635.84,-,1455.57,397.75,4023.18,5047.69,7665.55,7180.62,4799.97,2443.26,-,-,-,-,-,-,-,229.31,-,-,11.64,-,0,-,0,-,0,-,0.03,-,0.04,-,-,-,0.49,-,-,-,7.58,-,-,-,3.44,-,-,0.06,-,-,-,-,-,-,-,-,0.01,-,-,1.05,-,-,-,15.2,-,-,1.39,-,0.35,-,-,-,-,-,-,-,4.47,-,-,0.22,-,-,0.01,-,-,0.22,-,-,0.07,-,0.27,-,-,-,0.01,-,-,-,0.05,-,-,0.01,-,-,-,-,-,0.16,0.07,-,0.05,-,0.04,-,-,-,-,-,7.39,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
5013001,58848,D018513-ZZ-AVG,D018513,음식,품목대표,달걀찜,2020,전국(대표),평균,찜류,기타 찜류,200,g,-,-,116.3,-,179.38,-,9.96,8.08,-,0.93,0,0,0,0,0,0,-,-,-,0.27,-,-,-,-,-,-,50.03,1.53,-,18.67,158.88,-,112.74,493.75,0.91,0.07,-,0.03,-,22.25,-,-,-,-,-,49.15,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.1,0,-,-,-,-,0.11,-,0.36,-,0.37,-,-,-,-,-,-,-,-,-,-,-,33.93,-,-,-,0.99,-,0.41,-,-,-,8102.83,-,324.59,676.73,635.48,205.45,438.78,417.52,-,442.71,195.01,519.31,-,347.74,101.52,496.6,888.14,1135.48,290.16,314.2,673.4,-,-,-,-,-,-,-,378.51,-,-,2.43,-,0,-,0,-,0,-,0,-,0,-,-,-,0.02,-,-,-,1.72,-,-,-,0.68,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.19,-,-,-,3.41,-,-,0.16,-,0.02,-,-,-,-,-,-,-,0.93,-,-,0.02,-,-,0.01,-,-,0.01,-,-,0.01,-,0.18,-,-,-,0,-,-,-,0,-,-,0.04,-,-,-,-,-,0.03,0.02,-,0.01,-,0,-,-,-,-,-,1.65,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
6012001,51551,D000007-ZZ-AVG,D000007,음식,품목대표,닭갈비,2019,전국(대표),평균,구이류,육류구이,400,g,-,-,595.61,-,276.4,-,45.9,25.8,-,44.9,21.2,3.6,5.9,4.8,0,6.9,-,-,-,11.6,-,-,-,-,-,-,98.64,-,3.38,104.42,505.25,-,1200.24,1535.83,3.55,0.34,-,0.97,-,57.56,-,-,-,-,-,38.61,2133.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.82,0.04,-,-,-,-,0.24,-,0.37,-,1.23,-,-,-,-,-,-,-,-,-,-,-,108.13,-,-,-,1.12,-,5.54,-,-,-,-,-,1796.241511,3245.404644,3593.312132,878.0403123,1830.141272,2019.939423,-,1966.314736,1198.582249,2851.722745,-,1310.513263,307.7301154,2465.199821,4361.761109,7778.838437,2230.078683,1865.824882,1833.386178,-,-,-,-,-,-,-,193.4,-,-,6,-,0,-,0,-,0,-,0.001698307,-,0.03179438,-,-,-,0.17937477,-,-,-,4.484836923,-,-,-,1.270946328,-,-,0.031974799,-,-,-,-,-,-,-,-,0.050502509,-,-,1.290263388,-,-,-,8.115577008,-,-,0.464755836,-,0.082151465,-,-,-,-,-,-,-,4.851294392,-,-,0.443452616,-,-,0.020731669,-,-,0.026681726,-,-,0.040331121,-,0.127788795,-,-,-,0.006143461,-,-,-,0.015705979,-,-,0.009782044,-,-,-,-,-,0.2,0.075048502,-,0.064606846,-,0.01321085,-,-,-,-,-,7,-,-,-,-,식약처('16) 제4권,식품의약품안전처
6012002,51553,D000009-ZZ-AVG,D000009,음식,품목대표,닭꼬치,2019,전국(대표),평균,구이류,육류구이,70,g,-,-,176.7226611,-,35.3079066,-,11.56172304,8.565013891,-,13.34766099,3.152106686,0.106114461,0.816880663,1.639979307,0,0.589132255,-,-,-,2.071708333,-,-,-,-,-,-,17.67504683,-,7.636917889,0,122.7981236,-,152.66303,286.9110275,0,0,-,0,-,0,-,-,-,-,-,14.75347113,46.09731345,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0.226146222,-,0.184084131,-,1.713252741,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,0,0,0,0,0,0,-,0,0,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,31.44371765,-,-,2.315327849,-,0,-,0,-,0,-,0,-,0,-,-,-,0.1,-,-,-,1.8,-,-,-,0.5,-,-,0,-,-,-,-,-,-,-,-,0,-,-,0.4,-,-,-,3.3,-,-,0.2,-,0,-,-,-,-,-,-,-,1.9,-,-,0.2,-,-,0,-,-,0,-,-,0,-,0,-,-,-,0,-,-,-,0,-,-,0,-,-,-,-,-,0.043863194,0,-,0,-,0,-,-,-,-,-,1.21769548,-,-,-,-,식약처('12) 제1권,식품의약품안전처
6012003,58360,D018025-ZZ-AVG,D018025,음식,품목대표,돼지갈비,2020,전국(대표),평균,구이류,육류구이,300,g,-,-,881.09,-,142.07,-,84.72,55.61,-,10.43,14.43,6.02,3.37,5.04,0,0,-,-,-,4.63,-,-,-,-,-,-,55.39,4.16,-,95.18,639.93,-,941.32,2211.65,11.84,0.35,-,0.68,-,257.77,-,-,-,-,-,11.89,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.83,0.03,-,-,-,-,0.99,-,0.94,-,14.88,-,-,-,-,-,-,-,-,-,-,-,44.44,-,-,-,1.7,-,6.42,-,-,-,82115.24,-,3841.88,6836.76,7852.88,2195.22,3633.96,3885.88,-,4105.08,2533.51,5491.82,-,2767.66,491.06,4775.04,8359.72,13516.23,4421.7,3799.72,3607.12,-,-,-,-,-,-,-,215.21,-,-,20.42,-,0,-,0,-,0,-,0.05,-,0.08,-,-,-,0.82,-,-,-,12.77,-,-,-,6.61,-,-,0.09,-,-,-,-,-,-,-,-,0.02,-,-,1.44,-,-,-,20.11,-,-,1.8,-,0.44,-,-,-,-,-,-,-,6.17,-,-,0.29,-,-,0,-,-,0.24,-,-,0.07,-,0.35,-,-,-,0.01,-,-,-,0.06,-,-,0.01,-,-,-,-,-,0.26,0.11,-,0.09,-,0.05,-,-,-,-,-,7.17,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
6012004,58741,D018406-ZZ-AVG,D018406,음식,품목대표,떡갈비,2020,전국(대표),평균,전.적 및 부침류,육류전,200,g,0,0,403.4,0,124.83,0,42.76,23.63,0,4.92,0.79,0,0,0.08,0,0.71,0,0,0,2.13,0,0,0,0,0,0,43.17,5.8,0,38.05,340.89,0,598.6,807.59,13.39,0.11,0,0.06,0,41.57,0,0,0,0,0,5.96,68.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0.49,0,5.84,0,0,0,0,0,0,0,0,0,0,0,10.06,0,0,0,5.74,0,1.54,0,0,0,38794.23,0,1765.49,3123.73,3763.94,526.45,1605.1,1860.05,0,1964.88,1213.64,2771.18,0,955.94,138.58,2673.61,3711.66,6851.34,2866.74,1277.84,1724.06,0,0,0,0,0,0,0,136.07,0,0,8.58,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0.53,0,0,0,4.54,0,0,0,3.43,0,0,0.06,0,0,0,0,0,0,0,0,0.1,0,0,0.56,0,0,0,7.67,0,0,0.2,0,0.04,0,0,0,0,0,0,0,1.67,0,0,0.1,0,0,0.01,0,0,0,0,0,0.03,0,0.08,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.49,0,0.32,0,0.02,0,0,0,0,0,3.85,0,0,0,0,식약처 영양실태조사('20),식품의약품안전처
6012005,51558,D000016-96-AVG,D000016,음식,품목대표,불고기,2019,광양,평균,구이류,육류구이,150,g,0,0,395.29,0,80.1,0,34.4,25.2,0,7.8,7.9,7.3,0.3,0.3,0,0,0,0,0,1.2,0,0,0,0,0,0,12.31,0,3.63,36.22,300.71,0,580.55,560.71,9.74,2.06,0,0.1,0,49.08,0,0,0,0,0,6.51,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.11,0,0,0,0,0.08,0,0.24,0,2.26,0,0,0,0,0,0,0,0,0,0,0,10.23,0,0,0,0,0,0,0,0,0,0,0,1345.990661,2748.191422,3038.985787,848.3390021,1437.931855,1516.129213,0,1604.499691,1070.868947,2402.034009,0,1067.807639,302.2861692,2159.095095,3179.80876,5754.02744,1899.553897,1357.560583,1374.347071,0,0,0,0,0,0,0,68.85,0,0,6.6,0,0,0,0,0,0,0,0.006087505,0,0.013557213,0,0,0,0.414117236,0,0,0,4.010258556,0,0,0,2.077869836,0,0,0.040740235,0,0,0,0,0,0,0,0,0.073016881,0,0,0.488459232,0,0,0,7.435126415,0,0,0.231211329,0,0.043266215,0,0,0,0,0,0,0,3.110131025,0,0,0.075080529,0,0,0.005233951,0,0,0.005914336,0,0,0.033415408,0,0.07740979,0,0,0,0.006679947,0,0,0,0.028113858,0,0,0,0,0,0,0,0,0.4,0.259024486,0,0.160532201,0,0.013320276,0,0,0,0,0,2.5,0,0,0,0,식약처('16) 제4권,식품의약품안전처
6012006,58373,D018038-ZZ-AVG,D018038,음식,품목대표,소곱창구이,2020,전국(대표),평균,구이류,육류구이,150,g,-,-,275.96,-,97.23,-,22.33,17.59,-,7.07,1.67,0.08,0.73,0.86,0,0,-,-,-,3.19,-,-,-,-,-,-,43.97,2.26,-,34.77,247.13,-,408.59,1971.87,2.92,0.39,-,0.4,-,35.68,-,-,-,-,-,12.09,214.42,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,1.28,0.02,-,-,-,-,1.38,-,0.45,-,0.47,-,-,-,-,-,-,-,-,-,-,-,95.67,-,-,-,14.86,-,0.28,-,-,-,21151.8,-,754.37,1579.42,1658.74,369.3,846.1,924.88,-,1071.84,399.78,1660.92,-,641.28,202.9,1413.04,2064.56,3024.97,1981.42,1456.29,1102,-,-,-,-,-,-,-,294.17,-,-,6.17,-,0,-,0,-,0,-,0.01,-,0.01,-,-,-,0.37,-,-,-,2.84,-,-,-,2.91,-,-,0.03,-,-,-,-,-,-,-,-,0.03,-,-,0.18,-,-,-,3.62,-,-,0.14,-,0.02,-,-,-,-,-,-,-,0.99,-,-,0.04,-,-,0,-,-,0.01,-,-,0.02,-,0.11,-,-,-,0,-,-,-,0.03,-,-,0.01,-,-,-,-,-,0.47,0.4,-,0.06,-,0.01,-,-,-,-,-,5.77,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
6012007,51560,D000020-ZZ-AVG,D000020,음식,품목대표,소양념갈비구이,2019,전국(대표),평균,구이류,육류구이,300,g,-,-,989.15,-,137,-,60.1,71.6,-,26.2,13.9,5.8,1.8,3.5,0,2.8,-,-,-,7.5,-,-,-,-,-,-,85.27,-,6.34,59.1,412.97,-,632.12,1378.45,19.04,0.23,-,0.22,-,127.75,-,-,-,-,-,19.23,46.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.05,0.12,-,-,-,-,0.25,-,0.37,-,0.49,-,-,-,-,-,-,-,-,-,-,-,27.81,-,-,-,8.2,-,0.27,-,-,-,-,-,2445.177587,4731.134719,5143.159217,1445.089564,2517.258885,2730.26732,-,2722.339752,1675.309776,3964.469494,-,1948.214677,413.5278726,3432.604596,5424.160114,10162.05387,3193.136791,2497.440718,2396.40589,-,-,-,-,-,-,-,186.63,-,-,27.2,-,0,-,0,-,0,-,0.029812545,-,0.05341523,-,-,-,1.991433592,-,-,-,15.6971706,-,-,-,9.351331947,-,-,0.064637173,-,-,-,-,-,-,-,-,0.422878823,-,-,1.946441216,-,-,-,24.27353594,-,-,0.799936732,-,0.139214587,-,-,-,-,-,-,-,2.379588817,-,-,0.256398369,-,-,0.009736607,-,-,0.019496812,-,-,0.087041193,-,0.151977246,-,-,-,0,-,-,-,0.045967942,-,-,0,-,-,-,-,-,3.5,2.841385012,-,0.599602256,-,0.05543923,-,-,-,-,-,5.1,-,-,-,-,식약처('16) 제4권,식품의약품안전처
6012008,58374,D018039-ZZ-AVG,D018039,음식,품목대표,소불고기,2020,전국(대표),평균,구이류,육류구이,200,g,-,-,339.22,-,135.81,-,32.82,19.32,-,8.51,6.48,3.78,1.54,1.15,0,0,-,-,-,7.07,-,-,-,-,-,-,37.46,4.59,-,45.12,306.4,-,617.28,835.81,9.33,0.21,-,0.35,-,42.17,-,-,-,-,-,3.95,382.24,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,2.43,0,-,-,-,-,0.19,-,0.4,-,21.35,-,-,-,-,-,-,-,-,-,-,-,36.52,-,-,-,3.4,-,8.7,-,-,-,29646.67,-,1316.14,2447.66,2695.76,671.25,1316.77,1422.62,-,1585.83,928.41,2130.6,-,973.83,228.2,1771.34,2879.01,4909.56,1694.95,1409.24,1265.51,-,-,-,-,-,-,-,100.04,-,-,6.51,-,0,-,0,-,0,-,0.01,-,0.01,-,-,-,0.41,-,-,-,3.93,-,-,-,2.11,-,-,0.03,-,-,-,-,-,-,-,-,0.11,-,-,0.51,-,-,-,6.03,-,-,0.27,-,0.03,-,-,-,-,-,-,-,2.98,-,-,0.33,-,-,0.02,-,-,0.01,-,-,0.03,-,0.06,-,-,-,0.01,-,-,-,0.03,-,-,0,-,-,-,-,-,0.39,0.25,-,0.12,-,0.02,-,-,-,-,-,3.53,-,-,-,-,식약처 영양실태조사('20),식품의약품안전처
6012009,51561,D000021-97-AVG,D000021,음식,품목대표,양념왕갈비,2019,수원,평균,구이류,육류구이,150,g,-,-,480.81,-,71.8,-,27.1,35.3,-,13.7,6.8,5.6,0,0.4,0,0.7,-,-,-,1.4,-,-,-,-,-,-,31.21,-,2.93,26.29,174.75,-,283.01,548.76,8.26,0.11,-,0.07,-,47.92,-,-,-,-,-,8.95,9.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.04,0.06,-,-,-,-,0,-,0.1,-,0.26,-,-,-,-,-,-,-,-,-,-,-,9.3,-,-,-,0,-,0,-,-,-,-,-,1118.901833,2238.707203,2349.479662,678.7943787,1156.538328,1203.474033,-,1341.198741,764.1579344,1756.212877,-,831.9019808,186.0890168,1720.233343,2464.265828,4416.565978,1490.684483,1142.005912,1124.395888,-,-,-,-,-,-,-,58.52,-,-,13,-,0,-,0,-,0,-,0.0138255,-,0.025429613,-,-,-,0.997086307,-,-,-,7.442231615,-,-,-,4.499037812,-,-,0.032421873,-,-,-,-,-,-,-,-,0.209337054,-,-,0.964093134,-,-,-,11.76801824,-,-,0.361264484,-,0.073465743,-,-,-,-,-,-,-,1.300229606,-,-,0.086896463,-,-,0,-,-,0.011379094,-,-,0.025160601,-,0.056489574,-,-,-,0,-,-,-,0.015747145,-,-,0,-,-,-,-,-,2.2,1.833645658,-,0.299229354,-,0.026307317,-,-,-,-,-,2.1,-,-,-,-,식약처('16) 제4권,식품의약품안전처
